# Tc Rp/Rs a/Rs F0 sigma
4.152854968930599910e-03 1.244831639928114034e-02 3.565798548122071310e+00 1.000001586698192835e+00 4.281719103428911614e-05
3.559990938675448857e-03 1.276553466673696971e-02 3.625949759959062213e+00 1.000013959884572978e+00 3.571318406891959988e-05
4.512490733798363296e-03 1.270393794846981506e-02 3.822902090547994902e+00 9.999944031669723010e-01 3.321043168466487075e-05
5.877467300824418261e-03 1.235772041551802709e-02 3.608432131201842807e+00 1.000014801254790919e+00 3.349763399850803848e-05
5.228601613763296518e-03 1.181517465657434124e-02 3.617890308438373115e+00 9.999929875467075124e-01 4.687633189948770061e-05
4.121799185541612232e-03 1.163326935050559667e-02 3.421025218024252634e+00 1.000010144621227504e+00 4.180829811504793025e-05
7.443114642105015666e-03 1.187012916534375614e-02 3.746785787068640516e+00 1.000002546187660712e+00 4.156377854751381977e-05
4.294240264825131825e-03 1.259175840707628564e-02 3.929654735093528917e+00 1.000002262819084775e+00 5.102831992093272904e-05
3.705227300497986043e-03 1.121670809746217086e-02 3.860762906326097976e+00 9.999827105561019946e-01 4.315908981014286814e-05
1.062545738838394788e-03 1.166998547305544282e-02 3.446868480426087622e+00 1.000013017175472196e+00 3.775327227121210951e-05
8.154567845547057436e-03 1.209836544933703961e-02 3.593888252657429838e+00 1.000005453008386169e+00 3.342013433296619357e-05
7.178560882382674369e-03 1.215756189698143086e-02 3.529933475411749288e+00 9.999942261531657994e-01 3.612398053856017040e-05
7.411687376448559961e-03 1.171938573879257109e-02 3.453583718558427496e+00 9.999971471780936261e-01 4.402054085390861779e-05
3.679390469902982241e-04 1.105605512297295166e-02 3.393510739506876650e+00 1.000001560345228580e+00 4.265628084101307611e-05
8.657637115747525425e-04 1.190306576257988552e-02 3.592392510509396786e+00 1.000004575626433523e+00 4.414058405922189254e-05
3.755019034554607504e-03 1.244404390566450358e-02 3.862336048609297023e+00 1.000003137036581613e+00 5.136096405130402656e-05
3.894038756961301639e-04 1.227651246044550448e-02 3.544218969660047680e+00 9.999984429125468033e-01 4.179512186645971546e-05
6.346560437450680936e-03 1.228591897762249842e-02 3.705987398934210475e+00 1.000012527551622288e+00 4.144344578089459549e-05
3.176088854560998875e-03 1.185608529731696850e-02 3.901920768051371446e+00 1.000009579910713819e+00 4.274269020084344399e-05
4.350334978091986715e-03 1.237127347944911096e-02 3.908334846324164502e+00 1.000006134397055657e+00 2.676613910913432475e-05
3.816599110840562803e-03 1.087492234298578254e-02 3.697618439334271478e+00 9.999961485026450658e-01 3.906456950283252415e-05
5.184433935165988494e-03 1.319712868365622085e-02 3.792740955647360579e+00 1.000009174320354743e+00 3.738989231063829898e-05
2.435817626100719724e-03 1.130806033291199136e-02 3.944781019250391374e+00 9.999954723950239543e-01 3.683294893643884250e-05
2.459299240035836553e-03 1.263373098617588675e-02 4.102396031206176019e+00 1.000009639706797682e+00 3.963095215721385771e-05
-1.134426415862203191e-03 1.153442677093412250e-02 3.464303804055086644e+00 1.000004507444642643e+00 3.676028740419199850e-05
4.674514830516153518e-03 1.163617957845518303e-02 3.850089405783688079e+00 1.000006383666551812e+00 3.099494912406386990e-05
1.866702651771037780e-03 1.199083930275868931e-02 3.251554712622266585e+00 1.000016998768040954e+00 3.860824819804379633e-05
4.787541210969581407e-03 1.221978380137824644e-02 3.363354311626698845e+00 1.000012316938383217e+00 3.972429664605329705e-05
-1.201507524624008394e-04 1.120029344716612016e-02 3.467897163019558526e+00 9.999988465156343098e-01 3.493637048844775377e-05
2.882442284986616587e-03 1.097665514576824999e-02 3.208141424756727034e+00 9.999995742487800543e-01 4.206903358090667778e-05
4.124075494473092296e-03 1.098095562211780403e-02 3.786117804683817312e+00 9.999854498698267369e-01 3.687117975454620191e-05
2.153206605984329947e-03 1.263440594059389577e-02 3.625411388739441243e+00 1.000014829606429290e+00 4.240464662180491777e-05
6.611224410180589761e-03 1.152282732073242437e-02 3.597584496373516405e+00 9.999881406099474512e-01 4.374658589523614677e-05
5.374198756861348070e-03 1.266005472478999236e-02 3.619471210745790479e+00 1.000006316933617745e+00 4.512511737428200509e-05
6.094327438419457066e-03 1.267064788750221424e-02 3.586569363301328472e+00 9.999986388816879401e-01 3.810741452593370608e-05
1.936658474917495043e-03 1.252319300666728669e-02 3.216214717961735303e+00 1.000014707116392731e+00 3.944940606403648213e-05
4.263935703772474273e-03 1.151915251479927738e-02 4.008746537866249682e+00 1.000002637112915593e+00 3.973533001971225333e-05
2.646711415657705679e-03 1.253895098672018829e-02 3.738831456591958702e+00 1.000013986909000563e+00 4.567959798389036513e-05
6.532801089392324678e-03 1.098102323652616619e-02 3.570042877221461630e+00 9.999952800224523042e-01 3.594262204845446274e-05
9.273724465422052143e-04 1.129363935009043696e-02 3.329746435153445372e+00 1.000001553409360033e+00 4.192657096558171747e-05
5.133623387372186764e-03 1.133111221453626805e-02 3.376597180953687438e+00 1.000006527139426060e+00 4.192746090916132847e-05
6.041751915973093967e-03 1.196774221862632187e-02 3.411623276874318211e+00 1.000014233112646034e+00 3.990589474674677772e-05
1.593626541606094071e-03 1.279545409124469187e-02 3.986712404255606579e+00 1.000005670142463110e+00 3.477980520952657839e-05
6.226043038187273337e-03 1.199699530558911986e-02 3.400285339361470704e+00 1.000014291706736280e+00 3.963027904062209577e-05
3.097018470301360349e-03 1.226719525773234745e-02 3.712286237211204210e+00 9.999944951027931461e-01 3.232211410319177261e-05
5.507078046359616119e-03 1.117856842421688542e-02 3.776255289001871684e+00 9.999992688738181812e-01 4.310868165988318340e-05
5.060129304948937645e-03 1.230959242012252472e-02 3.714005811400448387e+00 9.999946649508372198e-01 4.589737443692458598e-05
-4.589297159072573684e-04 1.152099119550980405e-02 3.475688520799009584e+00 9.999938793560916306e-01 3.575423650952488599e-05
3.381172220041139820e-03 1.135122204022661306e-02 4.028438105712597306e+00 9.999915316918839281e-01 4.298863430976767718e-05
5.387822216505133710e-03 1.144807852236010004e-02 3.636865225474831043e+00 9.999948620569317770e-01 3.327538296788081905e-05
3.879911642473768407e-03 1.309975526603253046e-02 3.914704717874780471e+00 9.999991824979215238e-01 3.582024397585298808e-05
3.318714723327745308e-04 1.170325485985920441e-02 3.395263433486307658e+00 1.000009263277157556e+00 4.583465964295598937e-05
3.606781271656957222e-03 1.221968189020353028e-02 3.580154503507987584e+00 1.000004948784280367e+00 3.271660949724539510e-05
4.826031808114993049e-03 1.225306400254518036e-02 3.744809032451165809e+00 1.000001065293489644e+00 2.871565959760304009e-05
6.168989787276618619e-03 1.183104421844292237e-02 4.035857003112781172e+00 9.999932430024308649e-01 4.490630615539427628e-05
2.340336797723059636e-04 1.242551685174228017e-02 3.532925722150465297e+00 1.000001985337620525e+00 4.491499482774700621e-05
7.167647117924648426e-03 1.137979750015886277e-02 3.475181198932126403e+00 9.999992939783224344e-01 3.277773836311445273e-05
2.908792015908885642e-03 1.191646621789874474e-02 3.185185413387964459e+00 9.999992443541819709e-01 3.974322283060084291e-05
2.116298078252802639e-03 1.269198427133930510e-02 3.762161007366511267e+00 9.999972049201372171e-01 3.989582039824582821e-05
5.407633613702292341e-03 1.117264685218330444e-02 3.877353236026726435e+00 9.999891234341253821e-01 3.599592311252640425e-05
1.640476598735840508e-03 1.236950213535960644e-02 3.640982186535336229e+00 1.000007611877193003e+00 4.514503965153834843e-05
4.184342530038860641e-03 1.328164487495313642e-02 3.910419591803745654e+00 1.000014735897419182e+00 4.122392010039604868e-05
2.845725533644059835e-03 1.134644130017942003e-02 3.949597230938304726e+00 9.999924485882781822e-01 3.635264003750852740e-05
2.685852500576006718e-03 1.150567709099643322e-02 4.131026114216373557e+00 9.999974895278381792e-01 3.833883586648964846e-05
2.303238130795672023e-03 1.240742693136673291e-02 3.668518116314585242e+00 1.000015533965411985e+00 4.130991325604731743e-05
6.429987541637607884e-03 1.240858889422881590e-02 3.751866351267135968e+00 1.000010641689394131e+00 3.878987946075392778e-05
2.759668675297727303e-03 1.110058339821328593e-02 3.328421554492372536e+00 1.000000009410824342e+00 3.910117824960356465e-05
3.861619053878155572e-03 1.292235995693309311e-02 3.928269811017425450e+00 9.999963742006238165e-01 3.443810648417900268e-05
3.713260602351234341e-03 1.206718150188147536e-02 3.597331195016744587e+00 1.000000838452428154e+00 3.249822488168431869e-05
4.148388209740193344e-03 1.187046260310383253e-02 3.998529455724205928e+00 9.999873495550344327e-01 4.641573143792816487e-05
3.282615364971513960e-03 1.192291015860398422e-02 3.706116662385651850e+00 1.000009406549714042e+00 3.105312956453513523e-05
2.413554886009847134e-03 1.160306777287382213e-02 3.540902112408441216e+00 1.000001823166040582e+00 3.444113791974451111e-05
2.321732951438136572e-03 1.151793385986423293e-02 3.542374237855521635e+00 9.999966852368790127e-01 4.423761238942591583e-05
1.949055494434130675e-03 1.186653757743204307e-02 3.893364402007432723e+00 9.999986649646864789e-01 4.505986717506340250e-05
2.281681493506292069e-03 1.141057734052693812e-02 3.937135714300305622e+00 9.999879645825832108e-01 4.091551516356052988e-05
2.982993548245806148e-03 1.120018305807528487e-02 3.606936076983796369e+00 9.999887863478507111e-01 3.767539508260768928e-05
2.163342440552711021e-03 1.258933158785231418e-02 3.787714517308553575e+00 1.000004809417127438e+00 4.616106538725604872e-05
2.535821761174394950e-03 1.244673317993402056e-02 4.114629309140882540e+00 1.000008109706516990e+00 4.149610803908561628e-05
3.879049266567298482e-03 1.130567468691756096e-02 3.921761147682574666e+00 1.000002499681350132e+00 4.501057300721602119e-05
3.003863238080495268e-03 1.132443855986974696e-02 3.768142681116538384e+00 1.000002203041460369e+00 3.308118794630867347e-05
5.477160790816865132e-03 1.107361915122671847e-02 3.539373929878199654e+00 9.999998959368248119e-01 4.344728152349636120e-05
8.049119921294013713e-04 1.242954691037881365e-02 3.482257225536460332e+00 1.000011977832166554e+00 4.499209240224843570e-05
3.774204060279937045e-03 1.193095559671494138e-02 3.824579167809117664e+00 9.999906521909758261e-01 4.947928726307762208e-05
1.252402662844313841e-03 1.219298856803662824e-02 3.932038954365109529e+00 1.000004114996848159e+00 3.641905216440165509e-05
7.886182747722847441e-03 1.136213770923437394e-02 3.566646900520243246e+00 9.999912425644721381e-01 4.326804898099952004e-05
5.562367497196879507e-03 1.199846155456105179e-02 3.398179506326883370e+00 1.000001686649600874e+00 3.326413455522511491e-05
4.427589908946878705e-03 1.146747017678383627e-02 3.360425130737633825e+00 1.000003026433390341e+00 4.110030297677270153e-05
7.205608942590029098e-03 1.206990725025197143e-02 3.686683335658085259e+00 1.000010813833042578e+00 3.610762353912413399e-05
4.814499842846070576e-03 1.164913073189295656e-02 3.471683977517117548e+00 1.000010934184684785e+00 4.241525036025140341e-05
3.934284000933430114e-03 1.312241960980677427e-02 3.970535779925962405e+00 9.999995733365696360e-01 4.079375914100307783e-05
2.674443824843969475e-03 1.195340213299791315e-02 3.348112511394037760e+00 1.000007661945747639e+00 4.116483157515491472e-05
6.392380263163875698e-03 1.223960869581507821e-02 3.561557999272776165e+00 1.000003475924374108e+00 2.990046397741432483e-05
2.037080090423255829e-03 1.122152780314253015e-02 3.278791227373783812e+00 1.000002831284073190e+00 4.371820979464705850e-05
7.128836478339853344e-04 1.200921633163012057e-02 3.484571616544259509e+00 9.999955228517652950e-01 4.431974215420127412e-05
1.602556570848914785e-03 1.172711980985101377e-02 3.226734620416907617e+00 1.000010408958479813e+00 4.563579753241783218e-05
3.493653913032836178e-03 1.292938582670999370e-02 3.653843559979044642e+00 1.000012107477938228e+00 3.521100079257165490e-05
2.050788061652292216e-03 1.284658344066497843e-02 3.774699802734529541e+00 1.000009450069655692e+00 4.009877427799890878e-05
5.940386763252820945e-03 1.238461054485588686e-02 4.080999969307662845e+00 9.999938748109193920e-01 4.100889870496502468e-05
6.326638573539905552e-03 1.118679041727672907e-02 3.605591963319558335e+00 9.999882911796130758e-01 4.214530348300488436e-05
4.065326898288701418e-03 1.164536400733886395e-02 3.698893142481489704e+00 9.999901477051316157e-01 4.763708499318013520e-05
2.127766832180154333e-03 1.200372108167654939e-02 3.613321712959215670e+00 1.000004690509532557e+00 3.160989342401360528e-05
2.184942729632710634e-03 1.237634654140665896e-02 3.253662234245005003e+00 1.000015755937784245e+00 3.635433667953912458e-05
3.488481594824052734e-03 1.097453739635118747e-02 3.746036814305071960e+00 9.999953063983715307e-01 4.354690634228420253e-05
1.492325649702787305e-03 1.173226663674440361e-02 3.671053055150903521e+00 1.000001957203619840e+00 4.607536293316346411e-05
5.235804645631780829e-03 1.184640653667729839e-02 3.480085698698832442e+00 9.999958070428475176e-01 3.418394654691529180e-05
2.211337853472661319e-03 1.181400431524110180e-02 3.630019136602308016e+00 1.000006818792294805e+00 4.657556090805948135e-05
1.558406188104308199e-04 1.211626654308569327e-02 3.567380886325156375e+00 1.000007274987061434e+00 4.320978818616662173e-05
5.771336736597645900e-03 1.276680061518683032e-02 3.709211152918626908e+00 1.000003748636446144e+00 4.101975033514429269e-05
-6.722925410919018685e-04 1.187188573903537499e-02 3.431799582252493153e+00 1.000012257591126330e+00 3.894580563572576164e-05
6.755961698136248028e-03 1.110457861275786912e-02 3.525104474929864118e+00 9.999916184849886314e-01 4.336477622095434776e-05
5.344840494585272050e-03 1.128992806098878116e-02 3.769468282802723724e+00 1.000001952424344642e+00 3.666746673051753569e-05
4.470520699888159977e-03 1.215461744671966077e-02 3.711029593523590187e+00 1.000011650500354676e+00 4.653845304121708381e-05
1.771401972233507816e-03 1.274196294066376640e-02 3.704938856993625240e+00 1.000013081520755520e+00 4.310224302159746963e-05
4.734099442495205701e-03 1.235111047437945780e-02 4.041542705353046827e+00 9.999993779911818814e-01 4.618467520316082200e-05
4.825043608633179659e-03 1.123281113709072646e-02 3.418832975668776086e+00 9.999981775412484231e-01 3.515385368407810654e-05
1.859262348476650728e-03 1.169840093550978191e-02 3.191016666933998103e+00 1.000011868629550493e+00 4.353887237250972256e-05
2.537251189956374331e-03 1.277137180826775666e-02 3.645587823457419496e+00 1.000004967198583117e+00 3.482701130610582889e-05
3.742641635171850556e-03 1.272310805861146324e-02 3.681953428011309537e+00 1.000015393878968872e+00 3.379264809596368665e-05
2.207746367652731190e-03 1.134030119348130444e-02 3.659072698714493477e+00 1.000001343231204265e+00 3.360011977629371812e-05
5.594440112251797270e-03 1.148652787271105952e-02 3.366692944821181310e+00 9.999940766850481388e-01 4.099204736660667291e-05
2.101785491937360750e-03 1.127899001366251819e-02 3.621211983414518887e+00 1.000002185360258089e+00 3.873396398338322646e-05
3.106550164321084107e-03 1.145160134538523999e-02 3.661099254972910000e+00 1.000006042524997030e+00 3.513007053932337611e-05
4.265479793912056727e-03 1.220441864432236789e-02 3.398476546050688718e+00 1.000004191777778884e+00 3.970168784615142734e-05
5.468896622185775991e-03 1.186432944943611838e-02 3.536377149396106478e+00 1.000009933618154268e+00 3.190505426804426194e-05
5.302472494394708247e-03 1.161581313278390454e-02 3.409275408046979372e+00 1.000004453835929397e+00 4.589167358540769130e-05
2.854691623281592483e-03 1.156848495416152624e-02 3.800453693905089914e+00 9.999905579998438210e-01 3.207078275298028114e-05
1.206927943234573780e-03 1.266054263503409855e-02 3.443726166393785704e+00 1.000012264331916700e+00 4.216935898244612071e-05
3.416751217906743854e-04 1.120456928627279643e-02 3.484323311095314679e+00 9.999928129165629453e-01 3.804145167937564775e-05
6.253334407220673130e-03 1.280016698072558232e-02 3.630195105887097817e+00 1.000007115225461929e+00 3.404645815914802282e-05
2.684203323987034706e-03 1.177999728624191077e-02 3.911326846931812540e+00 9.999981836059230744e-01 4.609337905581783551e-05
