# Tc delta Tdur F0 sigma
4.972601854124798770e-03 1.712172716998940937e-04 6.864774090156085251e-02 1.000015841153911511e+00 4.673598876235323556e-05
4.351274251008174776e-03 1.416462365041089592e-04 7.121753180507818526e-02 1.000004995175176159e+00 4.813305580712183752e-05
5.177502775358729104e-03 1.464293990492410830e-04 6.436275031721963580e-02 9.999919026428827351e-01 4.414305237528129774e-05
3.778243740512741977e-03 1.405373889312637003e-04 7.079987061105701140e-02 9.999826271207650219e-01 4.030321727743201189e-05
3.738098334293414593e-03 1.406244946545492827e-04 6.835145756509503068e-02 9.999871960714138419e-01 4.949618256349775476e-05
5.205150621746944262e-03 1.413908409229722336e-04 6.944676026159161963e-02 9.999824926551662552e-01 4.150501240702206149e-05
5.132339320591608467e-03 1.676323134947947907e-04 6.430381526193919284e-02 9.999996332016057865e-01 3.759770518624603258e-05
6.253252416893145815e-03 1.787964933363416409e-04 6.721939552351703651e-02 9.999971955161716108e-01 4.563825820299759683e-05
5.590068854577433244e-03 1.482486713350779904e-04 6.943647682330571225e-02 9.999983559128970967e-01 4.987503974316061868e-05
6.651590112143203337e-03 1.409907966654452458e-04 7.408136350647641366e-02 9.999955093422253638e-01 4.034341316014386362e-05
5.479459230545324910e-03 1.349722823378227392e-04 6.708285156368136437e-02 9.999883170961116896e-01 4.542096664066431127e-05
7.427998221829927583e-03 1.570815810279214638e-04 7.491387407901724249e-02 9.999994947885516572e-01 4.490238045359319484e-05
2.506832336972693309e-03 1.528852178283489566e-04 7.286228909280371979e-02 9.999974728167759785e-01 4.517616192405229404e-05
4.673052276497988156e-03 1.606708760594669589e-04 6.542366457954081060e-02 1.000001651036150685e+00 3.826580103361403989e-05
4.964362472694272554e-03 1.377237618709604126e-04 6.776304808962044235e-02 9.999920295102876500e-01 4.752365879687610691e-05
6.613552111430213987e-03 1.600246517921580995e-04 7.482283743901173290e-02 1.000007859630559270e+00 4.423339310168792813e-05
3.430613204299055863e-03 1.782464721609202123e-04 7.095778761218972386e-02 1.000017697182080223e+00 3.955944965836726137e-05
7.031516469583831697e-03 1.606375316852364876e-04 7.355891480337969912e-02 1.000000591231539948e+00 4.327879695711600415e-05
2.948479691883686138e-03 1.732466808893212446e-04 6.615559537643098120e-02 9.999972654626425594e-01 3.781090335808827657e-05
4.870499116225078529e-03 1.659537700776281450e-04 7.069528806406490118e-02 1.000016935470008583e+00 4.054668834431935021e-05
4.289305462205614261e-03 1.707095838564607997e-04 6.907662451767641876e-02 1.000008448404291928e+00 5.104791903239223557e-05
3.994844297408380041e-03 1.884547014540874778e-04 6.787291136460908703e-02 1.000014057165143244e+00 4.008990525468650101e-05
7.573441322155975708e-03 1.521851787586529477e-04 7.585234469578588934e-02 9.999971127642197644e-01 3.916615125838550707e-05
2.670364916916884157e-03 1.428976353154704361e-04 7.236083232067545834e-02 9.999978274395323607e-01 4.018767671218818449e-05
5.183820522375578999e-03 1.327363835106692644e-04 6.760875439646914231e-02 9.999918711630271240e-01 4.338387918637002919e-05
7.804469065855405840e-03 1.511161991409039839e-04 7.476012764160303026e-02 1.000005152748964843e+00 4.513463816770693697e-05
4.983879992446531293e-03 1.270726835526162488e-04 6.877115447133452797e-02 9.999925653402198522e-01 3.863784224447772993e-05
5.968709155435299174e-03 1.455288950875826594e-04 6.621448598513916817e-02 1.000004642986604519e+00 4.334603917163184128e-05
4.389749615311161479e-03 1.856673214897001326e-04 7.052035080973405312e-02 1.000001238578781759e+00 4.331136487332260183e-05
4.821358952020501909e-03 1.463097382502084268e-04 6.786207479820394184e-02 9.999973265182503512e-01 4.935213127997798864e-05
3.122388191948176350e-03 1.317748542412518209e-04 7.012387004770247179e-02 9.999845706759721287e-01 3.978307699056900546e-05
3.817282872001719063e-03 1.542332368060711023e-04 7.093896038352397182e-02 9.999995317818445306e-01 2.902038072127862033e-05
5.175748601398702520e-03 1.389391289302362035e-04 6.855845513929524626e-02 9.999864883503898350e-01 3.851750248666392900e-05
5.784387190246091659e-03 1.506537013651389765e-04 6.468108554921236930e-02 9.999848221286931071e-01 4.205797371552934304e-05
5.885940873173997612e-03 1.563701460375414843e-04 7.552724862357072799e-02 1.000004897511272084e+00 4.533345675573218256e-05
4.992377050616322864e-03 1.869040523754904445e-04 6.940357272575063685e-02 1.000014543740733064e+00 3.907013754858928246e-05
3.263332582551597971e-03 1.579767805355361272e-04 7.054015625186681182e-02 1.000014675913915685e+00 3.905928253953663435e-05
4.805379821744212854e-03 1.829010527014036686e-04 6.664224083793576781e-02 1.000010178926779680e+00 4.124432001980140314e-05
3.865509110106274404e-03 1.627093451940425975e-04 7.163526836603001380e-02 9.999879989778247547e-01 3.830328218877036617e-05
6.800133727251460314e-03 1.467083017903013050e-04 7.538351494745425263e-02 1.000002461445028690e+00 3.800569313895523513e-05
2.224640918267815903e-03 1.684779023564305907e-04 6.829372311245461569e-02 1.000009506281854588e+00 3.867037651452071359e-05
3.494298738184964392e-03 1.890338758613775835e-04 6.940327482632453748e-02 1.000006387772795380e+00 4.272412329663659227e-05
6.100420911853657313e-03 1.599876724797027539e-04 6.748438568412905292e-02 1.000010149964932316e+00 3.900238715411662383e-05
2.542949592484376742e-03 1.564597998609944284e-04 6.861491416921194908e-02 9.999895357963766163e-01 4.536402347245210566e-05
1.689451992244052347e-03 1.627534435695931570e-04 6.736822727232963381e-02 9.999986671624528922e-01 4.863784585105224753e-05
3.552118297306332273e-03 1.603305083958200762e-04 6.695821454065654932e-02 1.000003475934938102e+00 3.408806255948682289e-05
6.233831578292166331e-03 1.556392709518760126e-04 6.688036030132379905e-02 9.999958416140718453e-01 5.034854864262755829e-05
2.274956247266583798e-03 1.714363657278033647e-04 6.553114893007852548e-02 9.999964320297418663e-01 4.531018768444547082e-05
3.860957522739842662e-03 1.594170833892317128e-04 6.297922986385529054e-02 9.999938644826115164e-01 3.822290055737488895e-05
4.180711100805804825e-03 1.580517488611278207e-04 6.211742891096264790e-02 9.999964644818134518e-01 4.569864087089146583e-05
5.981286072886581040e-03 1.629038050932225530e-04 6.715581258714435620e-02 1.000006698765332880e+00 3.381047137900727574e-05
2.475125937013170074e-03 1.517875527622236773e-04 7.269691645687344217e-02 9.999981104591498804e-01 4.443798621159546973e-05
4.946639214393915018e-03 1.555402407876802862e-04 6.680462765510129797e-02 9.999864068060553279e-01 4.465676461606949598e-05
6.150055802402860927e-03 1.561143775869908385e-04 6.834327774593311478e-02 9.999935439182133790e-01 4.990691300962252848e-05
8.003927144470214528e-03 1.507235624945336310e-04 7.610221553299519048e-02 1.000005016943750435e+00 3.839152752743409461e-05
4.262769541294786357e-03 1.592494916475508835e-04 6.701613339182999063e-02 1.000004305730706866e+00 4.912052906512599608e-05
3.120085590342457083e-03 1.851926875688522070e-04 6.944683881154745109e-02 1.000004055978989559e+00 4.618050359288556760e-05
2.788216683954014563e-03 1.609449100475216030e-04 6.657270196790131267e-02 9.999947478196226092e-01 4.794522486836494548e-05
5.109424729252971809e-03 1.489951680291695636e-04 6.430616382886010507e-02 9.999931083556555800e-01 4.333608176354956432e-05
4.201184561146167895e-03 1.868528804350944516e-04 7.034495674829167877e-02 1.000007120124434712e+00 3.674401910607001036e-05
5.642355035145804609e-03 1.532121912615071570e-04 6.435960429319574627e-02 9.999981438711956772e-01 5.005547950839783295e-05
5.328323096009307536e-03 1.600895633563847130e-04 6.568716803714888530e-02 9.999887532738376272e-01 4.640594347358882626e-05
1.728710643738001762e-03 1.519197603989358273e-04 7.279121660862017396e-02 9.999962622558764558e-01 4.147952909319951040e-05
6.487059136850610586e-03 1.596599386434572959e-04 7.640458833507335346e-02 1.000002712043241759e+00 4.390336048447189972e-05
6.747024608270396628e-03 1.474288306473562488e-04 7.380432081488721985e-02 9.999968081098493666e-01 3.966486692333331666e-05
3.312988233665423166e-03 1.450926268258470998e-04 7.134085731605323277e-02 9.999969760321602008e-01 4.131384840532827953e-05
5.246519149136881499e-03 1.506264141882175547e-04 6.585391488176255137e-02 9.999894405100321348e-01 3.484826794532624810e-05
3.589644222161431086e-03 1.443877471224695752e-04 6.867297562438919034e-02 9.999914067042793286e-01 5.068331129098003557e-05
5.629581263217213472e-03 1.621426704411769071e-04 6.686915152570928333e-02 1.000010809944057444e+00 4.088611975039954590e-05
2.650022950025046620e-03 1.456913369073609078e-04 7.472344403787961609e-02 9.999993834368381407e-01 4.034988765556694575e-05
5.814725941056808622e-03 1.731773718321273972e-04 6.621186856067400039e-02 1.000007928604562446e+00 3.478602146866421684e-05
3.538760982831429258e-03 1.854660056831525326e-04 6.986267402922470560e-02 1.000008964163034531e+00 4.664147259953588384e-05
4.095313705470018939e-03 1.494786327518070671e-04 6.831245553953056715e-02 9.999920343460720895e-01 5.105429875353216296e-05
2.730616866304762247e-03 1.486617879659811654e-04 6.719362703021994343e-02 1.000000963900729456e+00 4.641037310529977312e-05
4.655016753838038535e-03 1.653521406256181229e-04 6.686604156376750596e-02 9.999897106247316314e-01 4.475223828286884029e-05
2.942882024213291925e-03 1.578672434773499198e-04 6.869719667141982455e-02 1.000005639575695993e+00 4.584231063948776476e-05
3.766537764823475742e-03 1.632804679717514873e-04 6.492901428874493786e-02 1.000002115953749771e+00 4.245513462404480775e-05
4.713471186870120400e-03 1.635063070957460795e-04 6.841421349786182271e-02 1.000000694758864883e+00 5.194251926446679128e-05
5.759096339496887207e-03 1.742666386205257527e-04 6.757365023575730156e-02 1.000011698672768956e+00 4.305109640835619756e-05
2.980922112864464735e-03 1.473196984289724292e-04 7.070816903767544737e-02 1.000000071472754382e+00 3.962118111523553319e-05
6.577502387388821370e-03 1.489664453428287728e-04 6.754491214373500863e-02 1.000005860525077672e+00 3.929382172219358303e-05
2.620489965170745561e-03 1.488355328351069495e-04 7.171128384910226139e-02 9.999990124757497378e-01 3.901494448606825604e-05
3.778868093003193152e-03 1.615874743396594933e-04 7.017327584548864461e-02 1.000006098011397393e+00 2.957225932111265951e-05
3.884953885224473602e-03 1.600338265733595804e-04 6.451728812364151966e-02 9.999952380556349496e-01 4.495829253753809700e-05
7.137552151210022067e-03 1.478507473091437551e-04 7.600112509281514717e-02 1.000000699922671821e+00 4.467102931952078283e-05
4.586429016932951075e-03 1.628351302375972184e-04 6.864235858728036377e-02 9.999880875804352254e-01 4.463944619719758194e-05
5.853482331442172448e-03 1.755596430760715239e-04 6.685914429734660103e-02 1.000011706577784487e+00 4.050176059061602618e-05
3.116038400264788122e-03 1.588529100660521839e-04 6.561006478866465708e-02 9.999951307792693811e-01 4.797523368383741117e-05
2.734977358807330616e-03 1.456779048249703555e-04 6.724799490761167176e-02 9.999932853397240917e-01 4.697158014335014970e-05
5.945876932586122154e-03 1.486420829457367498e-04 6.522907177219949837e-02 9.999995105561787501e-01 4.868676360767367590e-05
5.456874331772817999e-03 1.484532640374867766e-04 6.569454489753420723e-02 1.000001841020732307e+00 3.475370284110019072e-05
6.206389102433373939e-03 1.391576544021820160e-04 6.556543946991523486e-02 9.999996381656333089e-01 4.040698745779456783e-05
5.457123764696793222e-03 1.415730542805001602e-04 6.641253437432569073e-02 9.999867563886550847e-01 3.831246347634411096e-05
2.762844533756983467e-03 1.633198611843153329e-04 6.924773279765611411e-02 9.999984024865086196e-01 3.422229769633454183e-05
7.099338267535164337e-03 1.454342145433572047e-04 7.588579353582540488e-02 1.000001161442703124e+00 4.347641570369913344e-05
4.471739802471778880e-03 1.343265774921424184e-04 6.863600519362622610e-02 9.999997354710007391e-01 3.592454059184561763e-05
3.367221293261224435e-03 1.521582123717892378e-04 6.976648747296530784e-02 9.999978779498196468e-01 5.178636990766322470e-05
4.791291397464543522e-03 1.737631649311510219e-04 7.093402352587543924e-02 1.000009001513274765e+00 4.983944693490137548e-05
5.751839862084238975e-03 1.592272414429893117e-04 6.728985294107674153e-02 1.000009780573025475e+00 4.171130741791555371e-05
3.087386491385256393e-03 1.719766326141016280e-04 6.486634946735816976e-02 9.999988459891615555e-01 3.699523057642000492e-05
6.378052419947682905e-03 1.436128681243490929e-04 7.571638242298386889e-02 9.999997204021980890e-01 4.247346802100277651e-05
3.842992376963304257e-03 1.556898708265172125e-04 6.720739079919009484e-02 9.999981970286708766e-01 3.384039925338819791e-05
4.324320123328360965e-03 1.282291212030124380e-04 6.982873717621877752e-02 9.999952437625718726e-01 4.096585971170748882e-05
5.235654071929878028e-03 1.492396261176560251e-04 6.700964616577630151e-02 1.000003900304894611e+00 4.615953523289959627e-05
4.436241717307068400e-03 1.529389189091088846e-04 6.460166676551362674e-02 9.999977539796720549e-01 4.249154026373921298e-05
5.676653240607655582e-03 1.721141808108350398e-04 6.607966561702781350e-02 9.999949139753016025e-01 4.648216908818827503e-05
4.050253197722640530e-03 1.315978432322551601e-04 7.026036725954040718e-02 9.999953642587573466e-01 3.587142318607979577e-05
6.703024908634266921e-03 1.531015960571754833e-04 7.719823608269119064e-02 9.999985238558228851e-01 4.259903900615276932e-05
5.779493797197290950e-03 1.826249009704313637e-04 6.713498328767175671e-02 1.000008784210905777e+00 4.139223212498942928e-05
4.292755615947198289e-03 1.766320205268232955e-04 6.777106791779330397e-02 9.999965673182675818e-01 4.656223942974467930e-05
4.486492180467233082e-03 1.524824166901162848e-04 6.218577874908693542e-02 9.999953521991498118e-01 3.947683107349715659e-05
3.200305361269334403e-03 1.612776120621113151e-04 6.723420775803728988e-02 1.000005335251734406e+00 4.620214756546528858e-05
6.417089003921877532e-03 1.569189103115887270e-04 7.396593479380664249e-02 1.000006187709937988e+00 3.985898257630092560e-05
2.621687786705184653e-03 1.490272170998942767e-04 6.626594385937417675e-02 9.999950638516602597e-01 4.744583625240666775e-05
5.626089491334085313e-03 1.737102102771523142e-04 6.816817070338458684e-02 9.999954638585734079e-01 4.578694735568996027e-05
5.625842373193454260e-03 1.362494068331176122e-04 6.938599788748658903e-02 9.999882402838512485e-01 4.026888148845189435e-05
6.063982051694838393e-03 1.360021069631038777e-04 6.819066106789926918e-02 9.999947680099239289e-01 4.364185776358881316e-05
3.886503422591829071e-03 1.300750048783012446e-04 6.799047343383413100e-02 9.999977202333674153e-01 4.178077483572656891e-05
2.065356737237449003e-03 1.571918182317603345e-04 7.193209591208665765e-02 1.000000825804499449e+00 4.080227493238760644e-05
4.884441731768981998e-03 1.472804795082420721e-04 6.646920235967741786e-02 9.999877960109491148e-01 3.669586127790517633e-05
2.752700083738533754e-03 1.695152060425673317e-04 6.918310299544548625e-02 9.999957887015381575e-01 4.456969586095846115e-05
4.549210172289278042e-03 1.583544995388316953e-04 6.525992790277294897e-02 9.999986383920597133e-01 4.355613733412910956e-05
3.891861757604628269e-03 1.490784922695918412e-04 6.908341736888910789e-02 9.999845786919507873e-01 3.973837184545575790e-05
4.539521966765526495e-03 1.483166189470070447e-04 6.685197657293859286e-02 9.999902738134639479e-01 4.799627644855472102e-05
4.062514318368487531e-03 1.724124803401752841e-04 7.028448411046053779e-02 1.000004444185011776e+00 3.074042866028105214e-05
1.727739617095942759e-03 1.600081438018051026e-04 6.680461224940624498e-02 1.000007737023856924e+00 4.151889438116757416e-05
2.107971895811501517e-03 1.770088290197665008e-04 6.825253882104506675e-02 1.000003879203882784e+00 3.977656987774313963e-05
6.507754212266632365e-03 1.825883166073466435e-04 6.644746139285236108e-02 1.000005640922587480e+00 4.348254133813281628e-05
